,Game ID,Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
0,NYA202104010,t1,0-0,0,---,,O,TOR,Marcus Semien,Gerrit Cole,-2%,48%,Groundout: SS-1B (SS-3B Hole)
1,NYA202104010,t1,0-0,1,---,,O,TOR,Cavan Biggio,Gerrit Cole,-2%,46%,Strikeout Swinging
2,NYA202104010,t1,0-0,2,---,,O,TOR,Bo Bichette,Gerrit Cole,-1%,45%,Groundout: 2B-1B (Deep 2B)
3,NYA202104010,b1,0-0,0,---,,O,NYY,DJ LeMahieu,Hyun Jin Ryu,2%,47%,Groundout: 1B unassisted (2B-1B)
4,NYA202104010,b1,0-0,1,---,,O,NYY,Aaron Judge,Hyun Jin Ryu,2%,49%,Strikeout Swinging
5,NYA202104010,b1,0-0,2,---,,O,NYY,Aaron Hicks,Hyun Jin Ryu,1%,50%,Strikeout Swinging
6,NYA202104010,t2,0-0,0,---,,,TOR,Teoscar Hernandez,Gerrit Cole,4%,54%,Single to SS (Ground Ball to SS-3B Hole)
7,NYA202104010,t2,0-0,0,1--,,,TOR,Vladimir Guerrero Jr.,Gerrit Cole,6%,59%,Single to CF (Line Drive); Hernandez to 2B
8,NYA202104010,t2,0-0,0,12-,,R,TOR,Lourdes Gurriel Jr.,Gerrit Cole,9%,69%,Single to CF (Ground Ball thru SS-2B); Hernandez Scores; Guerrero to 2B
9,NYA202104010,t2,1-0,0,12-,,O,TOR,Rowdy Tellez,Gerrit Cole,-5%,64%,Popfly: 1B (Short 1B Line)
10,NYA202104010,t2,1-0,1,12-,,O,TOR,Randal Grichuk,Gerrit Cole,-4%,60%,Strikeout Swinging
11,NYA202104010,t2,1-0,2,12-,,O,TOR,Danny Jansen,Gerrit Cole,-4%,56%,Strikeout Looking
12,NYA202104010,b2,0-1,0,---,,O,NYY,Giancarlo Stanton,Hyun Jin Ryu,3%,58%,Popfly: 2B (Deep SS-2B)
13,NYA202104010,b2,0-1,1,---,,,NYY,Gleyber Torres,Hyun Jin Ryu,-3%,55%,Single to LF (Fly Ball to Short LF)
14,NYA202104010,b2,0-1,1,1--,,O,NYY,Gio Urshela,Hyun Jin Ryu,3%,59%,Strikeout Swinging
15,NYA202104010,b2,0-1,2,1--,,RR,NYY,Gary Sanchez,Hyun Jin Ryu,-21%,38%,Home Run (Fly Ball to Deep LF); Torres Scores
16,NYA202104010,b2,2-1,2,---,,O,NYY,Jay Bruce,Hyun Jin Ryu,1%,39%,Popfly: SS (Short CF)
17,NYA202104010,t3,1-2,0,---,,O,TOR,Marcus Semien,Gerrit Cole,-3%,36%,Popfly: SS (Deep SS-3B Hole)
18,NYA202104010,t3,1-2,1,---,,O,TOR,Cavan Biggio,Gerrit Cole,-2%,34%,Strikeout Looking
19,NYA202104010,t3,1-2,2,---,,O,TOR,Bo Bichette,Gerrit Cole,-1%,33%,Strikeout Looking
20,NYA202104010,b3,2-1,0,---,,O,NYY,Clint Frazier,Hyun Jin Ryu,2%,35%,Groundout: SS-1B (Weak SS)
21,NYA202104010,b3,2-1,1,---,,O,NYY,DJ LeMahieu,Hyun Jin Ryu,2%,37%,Groundout: 3B-1B (SS-3B Hole)
22,NYA202104010,b3,2-1,2,---,,O,NYY,Aaron Judge,Hyun Jin Ryu,1%,38%,Groundout: SS-1B
23,NYA202104010,t4,1-2,0,---,,O,TOR,Teoscar Hernandez,Gerrit Cole,-3%,35%,Strikeout Looking
24,NYA202104010,t4,1-2,1,---,,,TOR,Vladimir Guerrero Jr.,Gerrit Cole,3%,38%,Walk
25,NYA202104010,t4,1-2,1,1--,,O,TOR,Lourdes Gurriel Jr.,Gerrit Cole,-4%,34%,Strikeout Swinging
26,NYA202104010,t4,1-2,2,1--,,O,TOR,Rowdy Tellez,Gerrit Cole,-3%,31%,Flyball: RF (CF-RF)
27,NYA202104010,b4,2-1,0,---,,O,NYY,Aaron Hicks,Hyun Jin Ryu,2%,34%,Strikeout Swinging
28,NYA202104010,b4,2-1,1,---,,O,NYY,Giancarlo Stanton,Hyun Jin Ryu,2%,35%,Groundout: P-1B (P's Right)
29,NYA202104010,b4,2-1,2,---,,O,NYY,Gleyber Torres,Hyun Jin Ryu,1%,36%,Strikeout Looking
30,NYA202104010,t5,1-2,0,---,,O,TOR,Randal Grichuk,Gerrit Cole,-3%,33%,Flyball: CF (Deep LF-CF)
31,NYA202104010,t5,1-2,1,---,,,TOR,Danny Jansen,Gerrit Cole,4%,37%,Single to LF (Line Drive)
32,NYA202104010,t5,1-2,1,1--,,O,TOR,Marcus Semien,Gerrit Cole,-4%,33%,Flyball: LF (Deep LF-CF)
33,NYA202104010,t5,1-2,2,1--,,O,TOR,Cavan Biggio,Gerrit Cole,-3%,29%,Flyball: LF (Deep LF-CF)
34,NYA202104010,b5,2-1,0,---,,O,NYY,Gio Urshela,Hyun Jin Ryu,2%,31%,Flyball: RF (Deep 1B)
35,NYA202104010,b5,2-1,1,---,,O,NYY,Gary Sanchez,Hyun Jin Ryu,2%,33%,Flyball: LF (Deep LF)
36,NYA202104010,b5,2-1,2,---,,,NYY,Jay Bruce,Hyun Jin Ryu,-1%,32%,Walk
37,NYA202104010,b5,2-1,2,1--,,,NYY,Clint Frazier,Hyun Jin Ryu,-2%,30%,Single to 3B (Ground Ball); Bruce to 2B
38,NYA202104010,b5,2-1,2,12-,,O,NYY,DJ LeMahieu,Hyun Jin Ryu,4%,34%,Groundout: 2B-1B (Deep 2B)
39,NYA202104010,t6,1-2,0,---,,O,TOR,Bo Bichette,Gerrit Cole,-4%,30%,Strikeout Swinging
40,NYA202104010,t6,1-2,1,---,,R,TOR,Teoscar Hernandez,Gerrit Cole,16%,47%,Home Run (Fly Ball to Deep LF)
41,NYA202104010,t6,2-2,1,---,,,TOR,Vladimir Guerrero Jr.,Gerrit Cole,4%,50%,Walk
42,NYA202104010,t6,2-2,1,1--,,OO,TOR,Lourdes Gurriel Jr.,Chad Green,-8%,42%,Ground Ball Double Play: 3B-2B-1B
43,NYA202104010,b6,2-2,0,---,,,NYY,Aaron Judge,Hyun Jin Ryu,-5%,37%,Single to LF (Ground Ball)
44,NYA202104010,b6,2-2,0,1--,,O,NYY,Aaron Hicks,Hyun Jin Ryu,5%,42%,Groundout: 3B-2B/Forceout at 2B; Hicks to 1B
45,NYA202104010,b6,2-2,1,1--,,O,NYY,Giancarlo Stanton,Tyler Chatwood,4%,46%,Strikeout Swinging
46,NYA202104010,b6,2-2,2,1--,,,NYY,Gleyber Torres,Tyler Chatwood,-3%,44%,Walk; Hicks to 2B
47,NYA202104010,b6,2-2,2,12-,,O,NYY,Gio Urshela,Tyler Chatwood,6%,50%,Groundout: 3B-1B
48,NYA202104010,t7,2-2,0,---,,O,TOR,Rowdy Tellez,Chad Green,-4%,46%,Popfly: 3B
49,NYA202104010,t7,2-2,1,---,,,TOR,Randal Grichuk,Chad Green,4%,50%,Single to CF (Line Drive to Short CF)
50,NYA202104010,t7,2-2,1,1--,,O,TOR,Danny Jansen,Chad Green,-5%,45%,Popfly: 2B (Deep 2B)
51,NYA202104010,t7,2-2,2,1--,,O,TOR,Marcus Semien,Chad Green,-4%,41%,Grichuk Caught Stealing 2B (C-2B)
52,NYA202104010,b7,2-2,0,---,,,NYY,Gary Sanchez,David Phelps,-6%,35%,Single to SS (Ground Ball to SS-3B Hole)
53,NYA202104010,b7,2-2,0,1--,,O,NYY,Jay Bruce,David Phelps,5%,41%,Flyball: RF (Deep CF-RF)
54,NYA202104010,b7,2-2,1,1--,,,NYY,Clint Frazier,David Phelps,-5%,35%,Single to SS (Pop Fly to Short LF); Sanchez to 2B
55,NYA202104010,b7,2-2,1,12-,,,NYY,DJ LeMahieu,David Phelps,-9%,26%,Walk; Sanchez to 3B; Frazier to 2B
56,NYA202104010,b7,2-2,1,123,,OO,NYY,Aaron Judge,David Phelps,24%,50%,Ground Ball Double Play: 3B-2B-1B (SS-3B Hole)
57,NYA202104010,t8,2-2,0,---,,O,TOR,Marcus Semien,Jonathan Loaisiga,-5%,45%,Strikeout Swinging
58,NYA202104010,t8,2-2,1,---,,O,TOR,Cavan Biggio,Jonathan Loaisiga,-4%,42%,Flyball: CF
59,NYA202104010,t8,2-2,2,---,,O,TOR,Bo Bichette,Jonathan Loaisiga,-3%,39%,Groundout: 2B-P
60,NYA202104010,b8,2-2,0,---,,,NYY,Aaron Hicks,Rafael Dolis,-6%,33%,Walk
61,NYA202104010,b8,2-2,0,1--,,O,NYY,Giancarlo Stanton,Rafael Dolis,6%,39%,Strikeout Swinging
62,NYA202104010,b8,2-2,1,1--,,O,NYY,Gleyber Torres,Rafael Dolis,6%,45%,Popfly: 1B (2B-1B)
63,NYA202104010,b8,2-2,2,1--,,O,NYY,Gio Urshela,Rafael Dolis,5%,50%,Strikeout Looking
64,NYA202104010,t9,2-2,0,---,,,TOR,Teoscar Hernandez,Darren O'Day,8%,58%,Single to SS (Ground Ball)
65,NYA202104010,t9,2-2,0,1--,,O,TOR,Vladimir Guerrero Jr.,Darren O'Day,-8%,50%,Popfly: 2B (Deep 2B)
66,NYA202104010,t9,2-2,1,1--,,O,TOR,Lourdes Gurriel Jr.,Darren O'Day,-7%,43%,Strikeout Swinging
67,NYA202104010,t9,2-2,2,1--,,O,TOR,Rowdy Tellez,Darren O'Day,-7%,36%,Foul Popfly: RF (RF into Foul Terr.)
68,NYA202104010,b9,2-2,0,---,,,NYY,Gary Sanchez,Jordan Romano,-7%,29%,Walk
69,NYA202104010,b9,2-2,0,1--,,,NYY,Jay Bruce,Jordan Romano,-10%,19%,Tauchman Steals 2B
70,NYA202104010,b9,2-2,0,-2-,,O,NYY,Jay Bruce,Jordan Romano,11%,30%,Strikeout Swinging
71,NYA202104010,b9,2-2,1,-2-,,,NYY,Clint Frazier,Jordan Romano,-13%,17%,Tauchman Steals 3B
72,NYA202104010,b9,2-2,1,--3,,,NYY,Clint Frazier,Jordan Romano,0%,17%,Walk
73,NYA202104010,b9,2-2,1,1-3,,O,NYY,DJ LeMahieu,Jordan Romano,21%,39%,Fielder's Choice ; Tauchman out at Hm/3B-C; Gardner to 2B; LeMahieu to 1B
74,NYA202104010,b9,2-2,2,12-,,O,NYY,Aaron Judge,Jordan Romano,11%,50%,Strikeout Swinging
75,NYA202104010,t10,2-2,0,-2-,,R,TOR,Randal Grichuk,Nick Nelson,23%,73%,Double to RF (Line Drive to Deep RF); Davis Scores/unER
76,NYA202104010,t10,3-2,0,-2-,,O,TOR,Danny Jansen,Nick Nelson,-6%,67%,Strikeout (missed bunt); Jansen out at 1B/C-2B
77,NYA202104010,t10,3-2,1,-2-,,O,TOR,Marcus Semien,Nick Nelson,-6%,61%,Strikeout Swinging
78,NYA202104010,t10,3-2,2,-2-,,O,TOR,Cavan Biggio,Nick Nelson,-6%,55%,Strikeout Looking
79,NYA202104010,b10,2-3,0,-2-,,O,NYY,Aaron Hicks,Julian Merryweather,16%,71%,Strikeout Looking
80,NYA202104010,b10,2-3,1,-2-,,O,NYY,Giancarlo Stanton,Julian Merryweather,14%,85%,Strikeout Swinging
81,NYA202104010,b10,2-3,2,-2-,,O,NYY,Gleyber Torres,Julian Merryweather,15%,100%,Strikeout Swinging
0,DET202104010,t1,0-0,0,---,,O,CLE,Jordan Luplow,Matthew Boyd,2%,52%,Flyball: CF
1,DET202104010,t1,0-0,1,---,,,CLE,Cesar Hernandez,Matthew Boyd,-4%,48%,Double to LF (Line Drive to Short LF Line)
2,DET202104010,t1,0-0,1,-2-,,O,CLE,Jose Ramirez,Matthew Boyd,3%,52%,Popfly: SS (Deep SS)
3,DET202104010,t1,0-0,2,-2-,,,CLE,Eddie Rosario,Matthew Boyd,0%,51%,Wild Pitch; Hernandez to 3B
4,DET202104010,t1,0-0,2,--3,,O,CLE,Eddie Rosario,Matthew Boyd,4%,55%,Groundout: 2B-1B (2B-1B)
5,DET202104010,b1,0-0,0,---,,O,DET,Robbie Grossman,Shane Bieber,-2%,53%,Lineout: LF (Deep LF-CF)
6,DET202104010,b1,0-0,1,---,,,DET,Jeimer Candelario,Shane Bieber,2%,55%,Single to LF (Ground Ball thru SS-3B Hole)
7,DET202104010,b1,0-0,1,1--,,O,DET,Willi Castro,Shane Bieber,-3%,52%,Strikeout Swinging
8,DET202104010,b1,0-0,2,1--,,RR,DET,Miguel Cabrera,Shane Bieber,19%,71%,Home Run (Line Drive to Deep RF); Candelario Scores
9,DET202104010,b1,2-0,2,---,,,DET,Jonathan Schoop,Shane Bieber,1%,72%,Single to RF (Line Drive to Short RF)
10,DET202104010,b1,2-0,2,1--,,O,DET,Nomar Mazara,Shane Bieber,-2%,70%,Strikeout Swinging
11,DET202104010,t2,0-2,0,---,,O,CLE,Franmil Reyes,Matthew Boyd,2%,72%,Flyball: CF (Deep CF)
12,DET202104010,t2,0-2,1,---,,O,CLE,Josh Naylor,Matthew Boyd,2%,74%,Strikeout Swinging
13,DET202104010,t2,0-2,2,---,,O,CLE,Yu Chang,Matthew Boyd,1%,75%,Flyball: CF (Deep CF)
14,DET202104010,b2,2-0,0,---,,O,DET,Wilson Ramos,Shane Bieber,-2%,73%,Strikeout Swinging
15,DET202104010,b2,2-0,1,---,,,DET,Victor Reyes,Shane Bieber,2%,75%,"Strikeout Swinging, Wild Pitch; Reyes to 1B"
16,DET202104010,b2,2-0,1,1--,,R,DET,JaCoby Jones,Shane Bieber,10%,85%,Double to LF (Line Drive to Deep LF Line); Reyes Scores; Jones to 3B/Adv on E5 (throw)
17,DET202104010,b2,3-0,1,--3,,,DET,Robbie Grossman,Shane Bieber,1%,86%,Walk
18,DET202104010,b2,3-0,1,1-3,,,DET,Jeimer Candelario,Shane Bieber,1%,87%,Grossman Steals 2B
19,DET202104010,b2,3-0,1,-23,,O,DET,Jeimer Candelario,Shane Bieber,-4%,83%,Strikeout Swinging
20,DET202104010,b2,3-0,2,-23,,O,DET,Willi Castro,Shane Bieber,-3%,80%,Flyball: SS (Short LF-CF)
21,DET202104010,t3,0-3,0,---,,,CLE,Roberto Perez,Matthew Boyd,-4%,76%,Walk
22,DET202104010,t3,0-3,0,1--,,O,CLE,Andres Gimenez,Matthew Boyd,3%,80%,Groundout: 3B-SS/Forceout at 2B (SS-3B Hole); Gimenez to 1B
23,DET202104010,t3,0-3,1,1--,,O,CLE,Jordan Luplow,Matthew Boyd,3%,82%,Strikeout Swinging
24,DET202104010,t3,0-3,2,1--,,O,CLE,Cesar Hernandez,Matthew Boyd,2%,84%,Groundout: SS-2B/Forceout at 2B; Hernandez to 1B
25,DET202104010,b3,3-0,0,---,,O,DET,Miguel Cabrera,Shane Bieber,-1%,83%,Flyball: RF (CF-RF)
26,DET202104010,b3,3-0,1,---,,,DET,Jonathan Schoop,Shane Bieber,1%,84%,Walk
27,DET202104010,b3,3-0,1,1--,,O,DET,Nomar Mazara,Shane Bieber,-1%,83%,Strikeout Looking
28,DET202104010,b3,3-0,2,1--,,O,DET,Wilson Ramos,Shane Bieber,-1%,82%,Strikeout Swinging
29,DET202104010,t4,0-3,0,---,,,CLE,Jose Ramirez,Matthew Boyd,-4%,78%,Single to 3B (Ground Ball)
30,DET202104010,t4,0-3,0,1--,,O,CLE,Eddie Rosario,Matthew Boyd,3%,82%,Groundout: 2B-SS/Forceout at 2B; Rosario to 1B
31,DET202104010,t4,0-3,1,1--,,,CLE,Franmil Reyes,Matthew Boyd,-4%,78%,Walk; Rosario to 2B
32,DET202104010,t4,0-3,1,12-,,O,CLE,Josh Naylor,Matthew Boyd,4%,82%,Groundout: 1B-SS/Forceout at 2B (2B-1B); Rosario to 3B; Naylor to 1B
33,DET202104010,t4,0-3,2,1-3,,O,CLE,Yu Chang,Matthew Boyd,5%,86%,Foul Popfly: C (Behind Home)
34,DET202104010,b4,3-0,0,---,,O,DET,Victor Reyes,Shane Bieber,-1%,85%,Groundout: 2B-1B
35,DET202104010,b4,3-0,1,---,,O,DET,JaCoby Jones,Shane Bieber,-1%,85%,Strikeout Swinging
36,DET202104010,b4,3-0,2,---,,,DET,Robbie Grossman,Shane Bieber,1%,85%,Walk
37,DET202104010,b4,3-0,2,1--,,O,DET,Jeimer Candelario,Shane Bieber,-1%,84%,Strikeout Swinging
38,DET202104010,t5,0-3,0,---,,,CLE,Roberto Perez,Matthew Boyd,-4%,80%,Walk
39,DET202104010,t5,0-3,0,1--,,O,CLE,Andres Gimenez,Matthew Boyd,4%,84%,Foul Popfly: C (Behind Home)
40,DET202104010,t5,0-3,1,1--,,O,CLE,Jordan Luplow,Matthew Boyd,3%,87%,Groundout: P-2B/Forceout at 2B (Weak SS-2B); Luplow to 1B
41,DET202104010,t5,0-3,2,1--,,,CLE,Cesar Hernandez,Matthew Boyd,-1%,86%,Wild Pitch; Luplow to 2B
42,DET202104010,t5,0-3,2,-2-,,,CLE,Cesar Hernandez,Matthew Boyd,-1%,85%,Walk
43,DET202104010,t5,0-3,2,12-,,O,CLE,Jose Ramirez,Matthew Boyd,4%,89%,Flyball: RF (Deep CF-RF)
44,DET202104010,b5,3-0,0,---,,,DET,Willi Castro,Shane Bieber,1%,90%,Single to CF (Ground Ball)
45,DET202104010,b5,3-0,0,1--,,,DET,Miguel Cabrera,Shane Bieber,1%,91%,Wild Pitch; Castro to 2B
46,DET202104010,b5,3-0,0,-2-,,O,DET,Miguel Cabrera,Shane Bieber,-2%,90%,Groundout: SS-1B
47,DET202104010,b5,3-0,1,-2-,,O,DET,Jonathan Schoop,Shane Bieber,-1%,88%,Strikeout Swinging
48,DET202104010,b5,3-0,2,-2-,,O,DET,Nomar Mazara,Shane Bieber,-1%,87%,Groundout: 2B-1B
49,DET202104010,t6,0-3,0,---,,O,CLE,Eddie Rosario,Matthew Boyd,2%,89%,Groundout: 2B-1B
50,DET202104010,t6,0-3,1,---,,O,CLE,Franmil Reyes,Matthew Boyd,2%,91%,Groundout: 3B-1B (SS-3B Hole)
51,DET202104010,t6,0-3,2,---,,,CLE,Josh Naylor,Matthew Boyd,-1%,89%,Single to CF (Line Drive to Short CF)
52,DET202104010,t6,0-3,2,1--,,O,CLE,Jake Bauers,Jose Cisnero,2%,91%,Popfly: SS (Weak SS-2B)
53,DET202104010,b6,3-0,0,---,,O,DET,Wilson Ramos,Shane Bieber,-1%,91%,Strikeout Looking
54,DET202104010,b6,3-0,1,---,,O,DET,Victor Reyes,Shane Bieber,-1%,90%,Strikeout Swinging; Reyes out at 1B/C-1B
55,DET202104010,b6,3-0,2,---,,O,DET,JaCoby Jones,Shane Bieber,0%,90%,Lineout: CF (Deep CF-RF)
56,DET202104010,t7,0-3,0,---,,O,CLE,Roberto Perez,Jose Cisnero,2%,92%,Strikeout Looking
57,DET202104010,t7,0-3,1,---,,O,CLE,Andres Gimenez,Jose Cisnero,1%,94%,Strikeout Swinging
58,DET202104010,t7,0-3,2,---,,O,CLE,Ben Gamel,Daniel Norris,1%,94%,Strikeout Swinging
59,DET202104010,b7,3-0,0,---,,,DET,Robbie Grossman,Bryan Shaw,1%,95%,Walk
60,DET202104010,b7,3-0,0,1--,,O,DET,Jeimer Candelario,Bryan Shaw,-1%,94%,Strikeout Swinging
61,DET202104010,b7,3-0,1,1--,,O,DET,Willi Castro,Bryan Shaw,-1%,94%,Groundout: 3B-2B/Forceout at 2B (Weak SS); Castro to 1B
62,DET202104010,b7,3-0,2,1--,,O,DET,Miguel Cabrera,Bryan Shaw,-1%,93%,Groundout: 2B-1B (SS-2B)
63,DET202104010,t8,0-3,0,---,,O,CLE,Cesar Hernandez,Daniel Norris,2%,95%,Flyball: CF (Deep CF)
64,DET202104010,t8,0-3,1,---,,,CLE,Jose Ramirez,Daniel Norris,-3%,93%,Walk
65,DET202104010,t8,0-3,1,1--,,,CLE,Eddie Rosario,Daniel Norris,-5%,88%,Single to RF (Line Drive to Short RF); Ramirez to 2B
66,DET202104010,t8,0-3,1,12-,,OO,CLE,Franmil Reyes,Daniel Norris,9%,97%,Ground Ball Double Play: SS-2B-1B
67,DET202104010,b8,3-0,0,---,,O,DET,Jonathan Schoop,James Karinchak,0%,97%,Strikeout Looking
68,DET202104010,b8,3-0,1,---,,O,DET,Nomar Mazara,James Karinchak,0%,97%,Flyball: CF (Deep CF)
69,DET202104010,b8,3-0,2,---,,,DET,Wilson Ramos,James Karinchak,0%,97%,Walk
70,DET202104010,b8,3-0,2,1--,,O,DET,Victor Reyes,James Karinchak,0%,97%,Lineout: LF
71,DET202104010,t9,0-3,0,---,,O,CLE,Josh Naylor,Gregory Soto,2%,99%,Groundout: 3B-1B
72,DET202104010,t9,0-3,1,---,,,CLE,Amed Rosario,Gregory Soto,-2%,96%,Single to 3B (Ground Ball to Weak 3B)
73,DET202104010,t9,0-3,1,1--,,RR,CLE,Roberto Perez,Gregory Soto,-5%,91%,Home Run (Fly Ball to Deep LF); Rosario Scores
74,DET202104010,t9,2-3,1,---,,O,CLE,Andres Gimenez,Gregory Soto,5%,96%,Groundout: 2B-1B
75,DET202104010,t9,2-3,2,---,,,CLE,Ben Gamel,Gregory Soto,-4%,92%,Walk
76,DET202104010,t9,2-3,2,1--,,O,CLE,Cesar Hernandez,Gregory Soto,8%,100%,Flyball: 2B (Short RF)
0,MIL202104010,t1,0-0,0,---,,O,MIN,Luis Arraez,Brandon Woodruff,2%,52%,Lineout: SS (Deep SS)
1,MIL202104010,t1,0-0,1,---,,,MIN,Josh Donaldson,Brandon Woodruff,-4%,48%,Double to CF (Line Drive to LF-CF)
2,MIL202104010,t1,0-0,1,-2-,,O,MIN,Jorge Polanco,Brandon Woodruff,3%,52%,Strikeout Swinging
3,MIL202104010,t1,0-0,2,-2-,,,MIN,Miguel Sano,Brandon Woodruff,-1%,51%,Walk
4,MIL202104010,t1,0-0,2,12-,,O,MIN,Max Kepler,Brandon Woodruff,4%,55%,Groundout: 2B-1B (Deep 2B-1B)
5,MIL202104010,b1,0-0,0,---,,O,MIL,Kolten Wong,Kenta Maeda,-2%,53%,Strikeout Swinging
6,MIL202104010,b1,0-0,1,---,,O,MIL,Keston Hiura,Kenta Maeda,-2%,51%,Strikeout Looking
7,MIL202104010,b1,0-0,2,---,,O,MIL,Christian Yelich,Kenta Maeda,-1%,50%,Groundout: 2B-1B
8,MIL202104010,t2,0-0,0,---,,O,MIN,Byron Buxton,Brandon Woodruff,2%,52%,Strikeout Swinging
9,MIL202104010,t2,0-0,1,---,,O,MIN,Mitch Garver,Brandon Woodruff,2%,54%,Strikeout Swinging
10,MIL202104010,t2,0-0,2,---,,,MIN,Andrelton Simmons,Brandon Woodruff,-1%,53%,Single to 2B (Ground Ball to SS-2B)
11,MIL202104010,t2,0-0,2,1--,,O,MIN,Kenta Maeda,Brandon Woodruff,2%,55%,Popfly: 2B
12,MIL202104010,b2,0-0,0,---,,,MIL,Avisail Garcia,Kenta Maeda,4%,59%,Single to LF (Line Drive to Short LF-CF)
13,MIL202104010,b2,0-0,0,1--,,,MIL,Travis Shaw,Kenta Maeda,6%,64%,Single to SS (Ground Ball to SS-2B); Garcia to 2B
14,MIL202104010,b2,0-0,0,12-,,O,MIL,Lorenzo Cain,Kenta Maeda,-5%,59%,Popfly: 1B (Deep 1B)
15,MIL202104010,b2,0-0,1,12-,,O,MIL,Omar Narvaez,Kenta Maeda,-5%,54%,Flyball: CF (Deep LF-CF)
16,MIL202104010,b2,0-0,2,12-,,O,MIL,Luis Urias,Kenta Maeda,-4%,50%,Foul Popfly: 3B
17,MIL202104010,t3,0-0,0,---,,O,MIN,Luis Arraez,Brandon Woodruff,3%,53%,Groundout: 2B-1B (Deep 2B)
18,MIL202104010,t3,0-0,1,---,,,MIN,Jake Cave,Brandon Woodruff,-3%,50%,Walk
19,MIL202104010,t3,0-0,1,1--,,O,MIN,Jorge Polanco,Brandon Woodruff,3%,53%,Lineout: 2B
20,MIL202104010,t3,0-0,2,1--,,,MIN,Miguel Sano,Brandon Woodruff,-3%,50%,Single to RF (Line Drive to Short CF-RF); Cave to 3B
21,MIL202104010,t3,0-0,2,1-3,,R,MIN,Max Kepler,Brandon Woodruff,-10%,40%,Wild Pitch; Cave Scores/No RBI; Sano to 2B
22,MIL202104010,t3,1-0,2,-2-,,R,MIN,Max Kepler,Brandon Woodruff,-9%,31%,Single to CF (Line Drive to Short LF-CF); Sano Scores
23,MIL202104010,t3,2-0,2,1--,,O,MIN,Byron Buxton,Brandon Woodruff,2%,33%,Strikeout Swinging
24,MIL202104010,b3,0-2,0,---,,O,MIL,Brandon Woodruff,Kenta Maeda,-3%,30%,Strikeout Swinging
25,MIL202104010,b3,0-2,1,---,,,MIL,Kolten Wong,Kenta Maeda,3%,33%,Single to RF (Line Drive to Short RF Line)
26,MIL202104010,b3,0-2,1,1--,,O,MIL,Keston Hiura,Kenta Maeda,-3%,30%,Flyball: CF (Deep CF-RF)
27,MIL202104010,b3,0-2,2,1--,,,MIL,Christian Yelich,Kenta Maeda,2%,32%,Hit By Pitch; Wong to 2B
28,MIL202104010,b3,0-2,2,12-,,,MIL,Avisail Garcia,Kenta Maeda,4%,36%,Single to 3B (Ground Ball to Weak 3B); Wong to 3B; Yelich to 2B
29,MIL202104010,b3,0-2,2,123,,R,MIL,Travis Shaw,Kenta Maeda,11%,47%,Walk; Wong Scores; Yelich to 3B; Garcia to 2B
30,MIL202104010,b3,1-2,2,123,,O,MIL,Lorenzo Cain,Kenta Maeda,-9%,38%,Groundout: 3B-1B (SS-3B Hole)
31,MIL202104010,t4,2-1,0,---,,O,MIN,Mitch Garver,Brandon Woodruff,2%,40%,Strikeout Looking
32,MIL202104010,t4,2-1,1,---,,,MIN,Andrelton Simmons,Brandon Woodruff,-3%,38%,Single to CF (Fly Ball)
33,MIL202104010,t4,2-1,1,1--,,O,MIN,Kenta Maeda,Brandon Woodruff,2%,39%,Bunt Groundout: 3B-2B/Sacrifice (Front of Home); Simmons to 2B
34,MIL202104010,t4,2-1,2,-2-,,R,MIN,Luis Arraez,Brandon Woodruff,-10%,29%,Single to CF (Line Drive to LF-CF); Simmons Scores
35,MIL202104010,t4,3-1,2,1--,,O,MIN,Jake Cave,Brandon Woodruff,2%,31%,Groundout: 3B-1B
36,MIL202104010,b4,1-3,0,---,,O,MIL,Omar Narvaez,Kenta Maeda,-3%,28%,Groundout: 2B-1B (2B-1B)
37,MIL202104010,b4,1-3,1,---,,O,MIL,Luis Urias,Kenta Maeda,-2%,26%,Lineout: P-1B (Weak SS-2B)
38,MIL202104010,b4,1-3,2,---,,,MIL,Billy McKinney,Kenta Maeda,2%,28%,Single to CF (Line Drive)
39,MIL202104010,b4,1-3,2,1--,,,MIL,Kolten Wong,Kenta Maeda,3%,30%,Walk; McKinney to 2B
40,MIL202104010,b4,1-3,2,12-,,O,MIL,Keston Hiura,Kenta Maeda,-5%,25%,Strikeout Swinging
41,MIL202104010,t5,3-1,0,---,,O,MIN,Jorge Polanco,Freddy Peralta,2%,27%,Strikeout Swinging
42,MIL202104010,t5,3-1,1,---,,O,MIN,Miguel Sano,Freddy Peralta,1%,28%,Strikeout Swinging
43,MIL202104010,t5,3-1,2,---,,,MIN,Max Kepler,Freddy Peralta,-2%,26%,Triple to RF (Line Drive to Deep RF)
44,MIL202104010,t5,3-1,2,--3,,,MIN,Byron Buxton,Freddy Peralta,-1%,25%,Walk
45,MIL202104010,t5,3-1,2,1-3,,,MIN,Mitch Garver,Freddy Peralta,-1%,24%,Buxton Steals 2B
46,MIL202104010,t5,3-1,2,-23,,O,MIN,Mitch Garver,Freddy Peralta,5%,29%,Strikeout Swinging
47,MIL202104010,b5,1-3,0,---,,,MIL,Christian Yelich,Kenta Maeda,5%,34%,Single to RF (Line Drive to Short RF)
48,MIL202104010,b5,1-3,0,1--,,O,MIL,Avisail Garcia,Kenta Maeda,-5%,29%,Strikeout Looking
