,Game ID,Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
55,SEA202104010,b7,1-5,2,1--,,O,SEA,Tom Murphy,Caleb Baragar,-1%,3%,Strikeout Swinging
56,SEA202104010,t8,5-1,0,---,,O,SFG,Evan Longoria,Will Vest,0%,4%,Strikeout Looking
57,SEA202104010,t8,5-1,1,---,,O,SFG,Brandon Belt,Will Vest,0%,4%,Foul Popfly: 2B (Short RF into Foul Terr.)
58,SEA202104010,t8,5-1,2,---,,,SFG,Wilmer Flores,Will Vest,0%,4%,Double to LF (Line Drive to Deep LF Line)
59,SEA202104010,t8,5-1,2,-2-,,,SFG,Buster Posey,Will Vest,0%,4%,Wild Pitch; Flores to 3B
60,SEA202104010,t8,5-1,2,--3,,,SFG,Buster Posey,Will Vest,0%,3%,Walk
61,SEA202104010,t8,5-1,2,1-3,,R,SFG,Brandon Crawford,Will Vest,-2%,2%,Reached on E6 (throw) (Ground Ball); Flores Scores/No RBI/unER; Posey to 3B; Crawford to 1B
62,SEA202104010,t8,6-1,2,1-3,,O,SFG,Mauricio Dubon,Will Vest,0%,2%,Lineout: LF (Deep LF-CF)
63,SEA202104010,b8,1-6,0,---,,,SEA,J.P. Crawford,Matt Wisler,2%,4%,Walk
64,SEA202104010,b8,1-6,0,1--,,,SEA,Mitch Haniger,Matt Wisler,3%,7%,Single to LF (Ground Ball thru SS-3B Hole); Crawford to 2B
65,SEA202104010,b8,1-6,0,12-,,R,SEA,Ty France,Matt Wisler,6%,12%,Single to CF (Line Drive); Crawford Scores; Haniger to 2B
66,SEA202104010,b8,2-6,0,12-,,,SEA,Kyle Seager,Jarlin Garcia,9%,22%,Walk; Haniger to 3B; France to 2B
67,SEA202104010,b8,2-6,0,123,,O,SEA,Evan White,Jarlin Garcia,-8%,14%,Strikeout Swinging
68,SEA202104010,b8,2-6,1,123,,R,SEA,Taylor Trammell,Jarlin Garcia,10%,24%,Walk; Haniger Scores; France to 3B; Seager to 2B
69,SEA202104010,b8,3-6,1,123,,RR,SEA,Dylan Moore,Tyler Rogers,31%,55%,Double to RF (Line Drive to RF Line); France Scores; Seager Scores; Trammell to 3B
70,SEA202104010,b8,5-6,1,-23,,,SEA,Jake Fraley,Tyler Rogers,1%,55%,Hit By Pitch
71,SEA202104010,b8,5-6,1,123,,RR,SEA,Jose Marmolejos,Tyler Rogers,36%,91%,Fielder's Choice 1B; Trammell Scores; Moore Scores/No RBI/unER; Fraley to 3B/Adv on E3 (throw); Marmolejos to 1B
72,SEA202104010,b8,7-6,1,1-3,,O,SEA,J.P. Crawford,Tyler Rogers,-4%,87%,Bunt Popfly: 1B (Weak 1B)
73,SEA202104010,b8,7-6,2,1-3,,O,SEA,Mitch Haniger,Tyler Rogers,-3%,84%,Flyball: CF (Deep CF)
74,SEA202104010,t9,6-7,0,---,,R,SFG,Alex Dickerson,Rafael Montero,-34%,50%,Home Run (Line Drive to Deep CF-RF)
75,SEA202104010,t9,7-7,0,---,,O,SFG,Mike Yastrzemski,Rafael Montero,6%,56%,Groundout: SS-1B (Deep SS-2B)
76,SEA202104010,t9,7-7,1,---,,O,SFG,Donovan Solano,Rafael Montero,4%,60%,Strikeout Swinging
77,SEA202104010,t9,7-7,2,---,,O,SFG,Evan Longoria,Rafael Montero,3%,64%,Strikeout Swinging
78,SEA202104010,b9,7-7,0,---,,O,SEA,Ty France,Jake McGee,-6%,58%,Strikeout Looking
79,SEA202104010,b9,7-7,1,---,,O,SEA,Kyle Seager,Jake McGee,-4%,53%,Groundout: SS-1B
80,SEA202104010,b9,7-7,2,---,,O,SEA,Evan White,Jake McGee,-3%,50%,Flyball: RF (Deep RF)
81,SEA202104010,t10,7-7,0,-2-,,O,SFG,Brandon Belt,Anthony Misiewicz,2%,52%,Groundout: SS-1B (SS-2B); Longoria to 3B
82,SEA202104010,t10,7-7,1,--3,,O,SFG,Wilmer Flores,Anthony Misiewicz,16%,68%,Groundout: SS-1B (SS-3B Hole)
83,SEA202104010,t10,7-7,2,--3,,O,SFG,Buster Posey,Anthony Misiewicz,13%,81%,Flyball: RF (Short RF Line)
84,SEA202104010,b10,7-7,0,-2-,,,SEA,Taylor Trammell,Jose Alvarez,0%,81%,Walk
85,SEA202104010,b10,7-7,0,12-,,,SEA,Dylan Moore,Jose Alvarez,12%,94%,Walk; White to 3B; Trammell to 2B
86,SEA202104010,b10,7-7,0,123,,R,SEA,Jake Fraley,Jose Alvarez,6%,100%,Walk; White Scores/unER; Trammell to 3B; Moore to 2B
